UF,COD.UF,COD.MUNIC,NOMEDOMUNICÍPIO,POPULAÇÃO
PB,25.0,5600.0,Diamante,6.291
PB,25.0,5709.0,Dona Inês,10.374
PB,25.0,5808.0,Duas Estradas,3.34
PB,25.0,5907.0,Emas,3.014
PB,25.0,6004.0,Esperança,31.241
PB,25.0,6103.0,Fagundes,11.051
PB,25.0,6202.0,Frei Martinho,2.846
PB,25.0,6251.0,Gado Bravo,8.179
PB,25.0,6301.0,Guarabira,57.661
PB,25.0,6400.0,Gurinhém,13.767
PB,25.0,6509.0,Gurjão,3.242
PB,25.0,6608.0,Ibiara,5.633
PB,25.0,6707.0,Imaculada,9.656
PB,25.0,6806.0,Ingá,17.664
PB,25.0,6905.0,Itabaiana,23.187
PB,25.0,7002.0,Itaporanga,23.623
PB,25.0,7101.0,Itapororoca,18.461
PB,25.0,7200.0,Itatuba,10.385
PB,25.0,7309.0,Jacaraú,14.719
PB,25.0,7408.0,Jericó,7.396
PB,25.0,7507.0,João Pessoa,889.618
PB,25.0,7606.0,Juarez Távora,7.792
PB,25.0,7705.0,Juazeirinho,17.004
PB,25.0,7804.0,Junco do Seridó,6.792
PB,25.0,7903.0,Juripiranga,9.741
PB,25.0,8000.0,Juru,9.237
PB,25.0,8109.0,Lagoa,4.417
PB,25.0,8208.0,Lagoa de Dentro,7.819
PB,25.0,8307.0,Lagoa Seca,27.739
PB,25.0,8406.0,Lastro,3.162
PB,25.0,8505.0,Livramento,6.881
PB,25.0,8554.0,Logradouro,4.807
PB,25.0,8604.0,Lucena,12.91
PB,25.0,8703.0,Mãe d'Água,3.583
PB,25.0,8802.0,Malta,6.045
PB,25.0,8901.0,Mamanguape,44.599
PB,25.0,9008.0,Manaíra,10.447
PB,25.0,9057.0,Marcação,9.807
PB,25.0,9107.0,Mari,21.251
PB,25.0,9156.0,Marizópolis,6.711
PB,25.0,9206.0,Massaranduba,14.145
PB,25.0,9305.0,Mataraca,8.324
PB,25.0,9339.0,Matinhas,4.567
PB,25.0,9370.0,Mato Grosso,2.538
PB,25.0,9396.0,Maturéia,6.431
PB,25.0,9404.0,Mogeiro,14.381
PB,25.0,9503.0,Montadas,5.818
PB,25.0,9602.0,Monte Horebe,4.338
PB,25.0,9701.0,Monteiro,32.266
PB,25.0,9800.0,Mulungu,8.812
PB,25.0,9909.0,Natuba,8.937
PB,25.0,10006.0,Nazarezinho,7.218
PB,25.0,10105.0,Nova Floresta,9.539
PB,25.0,10204.0,Nova Olinda,5.787
PB,25.0,10303.0,Nova Palmeira,4.267
PB,25.0,10402.0,Olho d'Água,6.061
PB,25.0,10501.0,Olivedos,3.579
PB,25.0,10600.0,Ouro Velho,2.91
PB,25.0,10659.0,Parari,1.72
PB,25.0,10709.0,Passagem,2.463
PB,25.0,10808.0,Patos,103.199
PB,25.0,10907.0,Paulista,11.829
PB,25.0,11004.0,Pedra Branca,3.739
PB,25.0,11103.0,Pedra Lavrada,6.859
PB,25.0,11202.0,Pedras de Fogo,29.625
PB,25.0,11301.0,Piancó,16.471
PB,25.0,11400.0,Picuí,18.361
PB,25.0,11509.0,Pilar,12.213
PB,25.0,11608.0,Pilões,6.818
PB,25.0,11707.0,Pilõezinhos,5.32
PB,25.0,11806.0,Pirpirituba,9.229
PB,25.0,11905.0,Pitimbu,17.696
PB,25.0,12002.0,Pocinhos,17.428
PB,25.0,12036.0,Poço Dantas,3.83
PB,25.0,12077.0,Poço de José de Moura,4.006
PB,25.0,12101.0,Pombal,32.499
PB,25.0,12200.0,Prata,3.916
PB,25.0,12309.0,Princesa Isabel,21.148
PB,25.0,12408.0,Puxinanã,14.279
PB,25.0,12507.0,Queimadas,47.665
PB,25.0,12606.0,Quixaba,1.745
PB,25.0,12705.0,Remígio,17.888
PB,25.0,12721.0,Pedro Régis,5.719
PB,25.0,12747.0,Riachão,2.927
PB,25.0,12754.0,Riachão do Bacamarte,4.685
PB,25.0,12762.0,Riachão do Poço,4.706
PB,25.0,12788.0,Riacho de Santo Antônio,1.956
PB,25.0,12804.0,Riacho dos Cavalos,8.498
PB,25.0,12903.0,Rio Tinto,27.352
PB,25.0,13000.0,Salgadinho,3.358
PB,25.0,13109.0,Salgado de São Félix,12.318
PB,25.0,13158.0,Santa Cecília,7.678
PB,25.0,13208.0,Santa Cruz,5.947
PB,25.0,13307.0,Santa Helena,5.869
PB,25.0,13356.0,Santa Inês,3.23
PB,25.0,13406.0,Santa Luzia,14.954
PB,25.0,13505.0,Santana de Mangueira,5.01
PB,25.0,13604.0,Santana dos Garrotes,6.577
PB,25.0,13653.0,Joca Claudino,2.543
PB,25.0,13703.0,Santa Rita,148.479
PB,25.0,13802.0,Santa Teresinha,4.402
PB,25.0,13851.0,Santo André,2.622
PB,25.0,13901.0,São Bento,32.252
PB,25.0,13927.0,São Bentinho,4.33
PB,25.0,13943.0,São Domingos do Cariri,2.585
PB,25.0,13968.0,São Domingos,2.595
PB,25.0,13984.0,São Francisco,3.137
PB,25.0,14008.0,São João do Cariri,4.221
PB,25.0,14107.0,São João do Tigre,4.233
PB,25.0,14206.0,São José da Lagoa Tapada,7.119
PB,25.0,14305.0,São José de Caiana,5.037
PB,25.0,14404.0,São José de Espinharas,4.072
PB,25.0,14453.0,São José dos Ramos,5.88
PB,25.0,14503.0,São José de Piranhas,19.116
PB,25.0,14552.0,São José de Princesa,3.423
PB,25.0,14602.0,São José do Bonfim,3.242
PB,25.0,14651.0,São José do Brejo do Cruz,1.699
PB,25.0,14701.0,São José do Sabugi,4.139
PB,25.0,14800.0,São José dos Cordeiros,3.411
PB,25.0,14909.0,São Mamede,7.469
PB,25.0,15005.0,São Miguel de Taipu,7.751
PB,25.0,15104.0,São Sebastião de Lagoa de Roça,11.046
PB,25.0,15203.0,São Sebastião do Umbuzeiro,3.279
PB,25.0,15302.0,Sapé,51.142
PB,25.0,15401.0,São Vicente do Seridó,10.298
PB,25.0,15500.0,Serra Branca,13.614
PB,25.0,15609.0,Serra da Raiz,3.094
PB,25.0,15708.0,Serra Grande,2.942
PB,25.0,15807.0,Serra Redonda,6.829
PB,25.0,15906.0,Serraria,4.885
PB,25.0,15930.0,Sertãozinho,5.099
PB,25.0,15971.0,Sobrado,8.23
PB,25.0,16003.0,Solânea,26.777
PB,25.0,16102.0,Soledade,13.955
PB,25.0,16151.0,Sossêgo,3.337
PB,25.0,16201.0,Sousa,67.425
PB,25.0,16300.0,Sumé,16.539
PB,25.0,16409.0,Tacima,7.967
PB,25.0,16508.0,Taperoá,14.093
PB,25.0,16607.0,Tavares,14.141
PB,25.0,16706.0,Teixeira,14.63
PB,25.0,16755.0,Tenório,2.966
PB,25.0,16805.0,Triunfo,9.868
PB,25.0,16904.0,Uiraúna,14.943
PB,25.0,17001.0,Umbuzeiro,9.124
PB,25.0,17100.0,Várzea,2.668
PB,25.0,17209.0,Vieirópolis,4.864
PB,25.0,17407.0,Zabelê,2.229
PE,26.0,54.0,Abreu e Lima,99.331
PE,26.0,104.0,Afogados da Ingazeira,40.12
PE,26.0,203.0,Afrânio,16.486
PE,26.0,302.0,Agrestina,23.739
PE,26.0,401.0,Água Preta,26.473
PE,26.0,500.0,Águas Belas,41.549
PE,26.0,609.0,Alagoinha,13.256
PE,26.0,708.0,Aliança,35.245
PE,26.0,807.0,Altinho,20.657
PE,26.0,906.0,Amaraji,18.236
PE,26.0,1003.0,Angelim,9.965
PE,26.0,1052.0,Araçoiaba,19.314
PE,26.0,1102.0,Araripina,85.135
PE,26.0,1201.0,Arcoverde,77.66
PE,26.0,1300.0,Barra de Guabiraba,12.299
PE,26.0,1409.0,Barreiros,39.993
PE,26.0,1508.0,Belém de Maria,10.339
PE,26.0,1607.0,Belém do São Francisco,18.321
PE,26.0,1706.0,Belo Jardim,79.143
PE,26.0,1805.0,Betânia,11.32
PE,26.0,1904.0,Bezerros,61.398
PE,26.0,2001.0,Bodocó,34.469
PE,26.0,2100.0,Bom Conselho,43.577
PE,26.0,2209.0,Bom Jardim,37.19
PE,26.0,2308.0,Bonito,37.953
PE,26.0,2407.0,Brejão,9.084
PE,26.0,2506.0,Brejinho,7.706
PE,26.0,2605.0,Brejo da Madre de Deus,48.313
PE,26.0,2704.0,Buenos Aires,12.818
PE,26.0,2803.0,Buíque,49.786
PE,26.0,2902.0,Cabo de Santo Agostinho,203.084
PE,26.0,3009.0,Cabrobó,30.695
PE,26.0,3108.0,Cachoeirinha,19.789
PE,26.0,3207.0,Caetés,28.848
PE,26.0,3306.0,Calçado,11.113
PE,26.0,3405.0,Calumbi,5.241
PE,26.0,3454.0,Camaragibe,146.912
PE,26.0,3504.0,Camocim de São Félix,17.362
PE,26.0,3603.0,Camutanga,7.764
PE,26.0,3702.0,Canhotinho,24.34
PE,26.0,3801.0,Capoeiras,18.445
PE,26.0,3900.0,Carnaíba,18.437
PE,26.0,3926.0,Carnaubeira da Penha,12.226
PE,26.0,4007.0,Carpina,78.865
PE,26.0,4106.0,Caruaru,378.18
PE,26.0,4155.0,Casinhas,12.629
PE,26.0,4205.0,Catende,31.975
PE,26.0,4304.0,Cedro,10.512
PE,26.0,4403.0,Chã de Alegria,12.387
PE,26.0,4502.0,Chã Grande,20.494
PE,26.0,4601.0,Condado,24.586
PE,26.0,4700.0,Correntes,17.153
PE,26.0,4809.0,Cortês,10.361
PE,26.0,4908.0,Cumaru,15.824
PE,26.0,5004.0,Cupira,23.474
PE,26.0,5103.0,Custódia,35.915
PE,26.0,5152.0,Dormentes,16.159
PE,26.0,5202.0,Escada,59.526
PE,26.0,5301.0,Exu,31.803
PE,26.0,5400.0,Feira Nova,21.362
PE,26.0,5459.0,Fernando de Noronha,2.947
PE,26.0,5509.0,Ferreiros,15.040(25)
PE,26.0,5608.0,Flores,20.213
PE,26.0,5707.0,Floresta,30.11
PE,26.0,5806.0,Frei Miguelinho,13.666
PE,26.0,5905.0,Gameleira,18.012
PE,26.0,6002.0,Garanhuns,142.286
PE,26.0,6101.0,Glória do Goitá,29.123
PE,26.0,6200.0,Goiana,80.983
PE,26.0,6309.0,Granito,6.971
PE,26.0,6408.0,Gravatá,85.983
PE,26.0,6507.0,Iati,17.118
PE,26.0,6606.0,Ibimirim,27.406
PE,26.0,6705.0,Ibirajuba,7.127
PE,26.0,6804.0,Igarassu,115.281
PE,26.0,6903.0,Iguaracy,10.95
PE,26.0,7000.0,Inajá,23.871
PE,26.0,7109.0,Ingazeira,4.75
PE,26.0,7208.0,Ipojuca,98.762
PE,26.0,7307.0,Ipubi,28.838
PE,26.0,7406.0,Itacuruba,4.394
PE,26.0,7505.0,Itaíba,33.498
PE,26.0,7604.0,Ilha de Itamaracá,22.879
PE,26.0,7653.0,Itambé,34.925
PE,26.0,7703.0,Itapetim,13.492
PE,26.0,7752.0,Itapissuma,27.565
PE,26.0,7802.0,Itaquitinga,16.562
PE,26.0,7901.0,Jaboatão dos Guararapes,653.793
PE,26.0,7950.0,Jaqueira,10.237
PE,26.0,8008.0,Jataúba,15.419
PE,26.0,8057.0,Jatobá,14.002
PE,26.0,8107.0,João Alfredo,27.71
PE,26.0,8206.0,Joaquim Nabuco,13.099
PE,26.0,8255.0,Jucati,11.536
PE,26.0,8305.0,Jupi,15.336
PE,26.0,8404.0,Jurema,12.713
PE,26.0,8453.0,Lagoa do Carro,17.368
PE,26.0,8503.0,Lagoa de Itaenga,18.813
PE,26.0,8602.0,Lagoa do Ouro,11.859
PE,26.0,8701.0,Lagoa dos Gatos,14.139
PE,26.0,8750.0,Lagoa Grande,23.58
PE,26.0,8800.0,Lajedo,39.436
PE,26.0,8909.0,Limoeiro,55.917
PE,26.0,9006.0,Macaparana,23.187
PE,26.0,9105.0,Machados,11.068
PE,26.0,9154.0,Manari,24.255
PE,26.0,9204.0,Maraial,8.935
PE,26.0,9303.0,Mirandiba,13.359
PE,26.0,9402.0,Moreno,54.637
PE,26.0,9501.0,Nazaré da Mata,30.589
PE,26.0,9600.0,Olinda,349.92
PE,26.0,9709.0,Orobó,21.173
PE,26.0,9808.0,Orocó,13.67
PE,26.0,9907.0,Ouricuri,65.2
PE,26.0,10004.0,Palmares,53.987
PE,26.0,10103.0,Palmeirina,7.032
PE,26.0,10202.0,Panelas,22.412
PE,26.0,10301.0,Paranatama,12.181
PE,26.0,10400.0,Parnamirim,18.563
PE,26.0,10509.0,Passira,28.235
PE,26.0,10608.0,Paudalho,55.072
PE,26.0,10707.0,Paulista,348.253
PE,26.0,10806.0,Pedra,22.884
PE,26.0,10905.0,Pesqueira,60.853
PE,26.0,11002.0,Petrolândia,34.302
PE,26.0,11101.0,Petrolina,388.145
PE,26.0,11200.0,Poção,10.499
PE,26.0,11309.0,Pombos,29.499
PE,26.0,11408.0,Primavera,13.536
PE,26.0,11507.0,Quipapá,17.873
PE,26.0,11533.0,Quixaba,6.508
PE,26.0,11606.0,Recife,"1,494,586"
PE,26.0,11705.0,Riacho das Almas,20.307
PE,26.0,11804.0,Ribeirão,33.484
PE,26.0,11903.0,Rio Formoso,19.905
PE,26.0,12000.0,Sairé,10.91
PE,26.0,12109.0,Salgadinho,5.733
PE,26.0,12208.0,Salgueiro,62.206
PE,26.0,12307.0,Saloá,13.53
PE,26.0,12406.0,Sanharó,18.606
PE,26.0,12455.0,Santa Cruz,14.178
PE,26.0,12471.0,Santa Cruz da Baixa Verde,11.598
PE,26.0,12505.0,Santa Cruz do Capibaribe,97.386
PE,26.0,12554.0,Santa Filomena,11.613
PE,26.0,12604.0,Santa Maria da Boa Vista,40.464
PE,26.0,12703.0,Santa Maria do Cambucá,13.715
PE,26.0,12802.0,Santa Terezinha,10.164
PE,26.0,12901.0,São Benedito do Sul,15.605
PE,26.0,13008.0,São Bento do Una,48.621
PE,26.0,13107.0,São Caitano,36.982
PE,26.0,13206.0,São João,23.411
PE,26.0,13305.0,São Joaquim do Monte,20.098
PE,26.0,13404.0,São José da Coroa Grande,18.802
PE,26.0,13503.0,São José do Belmonte,34.836
PE,26.0,13602.0,São José do Egito,31.154
PE,26.0,13701.0,São Lourenço da Mata,110.765
PE,26.0,13800.0,São Vicente Férrer,16.331
PE,26.0,13909.0,Serra Talhada,91.624
PE,26.0,14006.0,Serrita,18.204
PE,26.0,14105.0,Sertânia,31.593
PE,26.0,14204.0,Sirinhaém,37.503
PE,26.0,14303.0,Moreilândia,10.503
PE,26.0,14402.0,Solidão,5.246
PE,26.0,14501.0,Surubim,63.979
PE,26.0,14600.0,Tabira,27.505
PE,26.0,14709.0,Tacaimbó,13.608
PE,26.0,14808.0,Tacaratu,23.166
PE,26.0,14857.0,Tamandaré,23.494
PE,26.0,15003.0,Taquaritinga do Norte,24.335
PE,26.0,15102.0,Terezinha,6.646
PE,26.0,15201.0,Terra Nova,8.832
PE,26.0,15300.0,Timbaúba,46.004
PE,26.0,15409.0,Toritama,40.375
PE,26.0,15508.0,Tracunhaém,13.874
PE,26.0,15607.0,Trindade,30.231
PE,26.0,15706.0,Triunfo,14.647
PE,26.0,15805.0,Tupanatinga,28.352
PE,26.0,15904.0,Tuparetama,8.018
PE,26.0,16001.0,Venturosa,17.676
PE,26.0,16100.0,Verdejante,9.17
PE,26.0,16183.0,Vertente do Lério,7.549
PE,26.0,16209.0,Vertentes,21.393
PE,26.0,16308.0,Vicência,26.254
PE,26.0,16407.0,Vitória de Santo Antão,135.182
PE,26.0,16506.0,Xexéu,11.288
AL,27.0,102.0,Água Branca,19.011
AL,27.0,201.0,Anadia,13.96
AL,27.0,300.0,Arapiraca,235.085
AL,27.0,409.0,Atalaia,37.356
AL,27.0,508.0,Barra de Santo Antônio,16.405
AL,27.0,607.0,Barra de São Miguel,7.952
AL,27.0,706.0,Batalha,16.016
AL,27.0,805.0,Belém,4.589
AL,27.0,904.0,Belo Monte,5.935
AL,27.0,1001.0,Boca da Mata,21.175
AL,27.0,1100.0,Branquinha,9.474
AL,27.0,1209.0,Cacimbinhas,10.387
AL,27.0,1308.0,Cajueiro,16.035
AL,27.0,1357.0,Campestre,6.656
AL,27.0,1407.0,Campo Alegre,32.02
AL,27.0,1506.0,Campo Grande,8.138
AL,27.0,1605.0,Canapi,15.434
AL,27.0,1704.0,Capela,15.023
AL,27.0,1803.0,Carneiros,8.992
AL,27.0,1902.0,Chã Preta,5.908
AL,27.0,2009.0,Coité do Nóia,10.791
AL,27.0,2108.0,Colônia Leopoldina,15.673
AL,27.0,2207.0,Coqueiro Seco,5.579
AL,27.0,2306.0,Coruripe,49.951
AL,27.0,2355.0,Craíbas,25.33
AL,27.0,2405.0,Delmiro Gouveia,51.215
AL,27.0,2504.0,Dois Riachos,9.754
AL,27.0,2553.0,Estrela de Alagoas,15.322
AL,27.0,2603.0,Feira Grande,22.701
AL,27.0,2702.0,Feliz Deserto,3.947
AL,27.0,2801.0,Flexeiras,9.52
AL,27.0,2900.0,Girau do Ponciano,35.899
AL,27.0,3007.0,Ibateguara,13.699
AL,27.0,3106.0,Igaci,23.996
AL,27.0,3205.0,Igreja Nova,21.227
AL,27.0,3304.0,Inhapi,15.158
AL,27.0,3403.0,Jacaré dos Homens,5.071
AL,27.0,3502.0,Jacuípe,5.34
AL,27.0,3601.0,Japaratinga,9.307
AL,27.0,3700.0,Jaramataia,4.992
AL,27.0,3759.0,Jequiá da Praia,9.48
AL,27.0,3809.0,Joaquim Gomes,17.08
AL,27.0,3908.0,Jundiá,4.088
AL,27.0,4005.0,Junqueiro,23.902
AL,27.0,4104.0,Lagoa da Canoa,18.48
AL,27.0,4203.0,Limoeiro de Anadia,24.698
AL,27.0,4302.0,Maceió,960.667
AL,27.0,4401.0,Major Isidoro,18.081
AL,27.0,4500.0,Maragogi,32.54
AL,27.0,4609.0,Maravilha,9.515
AL,27.0,4708.0,Marechal Deodoro,61.177
AL,27.0,4807.0,Maribondo,13.677
AL,27.0,4906.0,Mar Vermelho,3.155
AL,27.0,5002.0,Mata Grande,21.627
AL,27.0,5101.0,Matriz de Camaragibe,23.871
AL,27.0,5200.0,Messias,15.418
AL,27.0,5309.0,Minador do Negrão,4.838
AL,27.0,5408.0,Monteirópolis,7.201
AL,27.0,5507.0,Murici,25.221
AL,27.0,5606.0,Novo Lino,10.011
AL,27.0,5705.0,Olho d'Água das Flores,20.702
AL,27.0,5804.0,Olho d'Água do Casado,8.345
AL,27.0,5903.0,Olho d'Água Grande,4.333
AL,27.0,6000.0,Olivença,10.744
AL,27.0,6109.0,Ouro Branco,11.382
AL,27.0,6208.0,Palestina,4.328
AL,27.0,6307.0,Palmeira dos Índios,68.534
AL,27.0,6406.0,Pão de Açúcar,23.721
AL,27.0,6422.0,Pariconha,10.573
AL,27.0,6448.0,Paripueira,13.991
AL,27.0,6505.0,Passo de Camaragibe,13.87
AL,27.0,6604.0,Paulo Jacinto,6.57
AL,27.0,6703.0,Penedo,58.654
AL,27.0,6802.0,Piaçabuçu,15.834
AL,27.0,6901.0,Pilar,35.433
AL,27.0,7008.0,Pindoba,2.734
AL,27.0,7107.0,Piranhas,22.589
AL,27.0,7206.0,Poço das Trincheiras,12.48
AL,27.0,7305.0,Porto Calvo,23.708
AL,27.0,7404.0,Porto de Pedras,9.373
AL,27.0,7503.0,Porto Real do Colégio,20.048
AL,27.0,7602.0,Quebrangulo,11.069
AL,27.0,7701.0,Rio Largo,93.729
AL,27.0,7800.0,Roteiro,6.482
AL,27.0,7909.0,Santa Luzia do Norte,6.946
AL,27.0,8006.0,Santana do Ipanema,46.258
AL,27.0,8105.0,Santana do Mundaú,11.307
AL,27.0,8204.0,São Brás,6.463
AL,27.0,8303.0,São José da Laje,20.742
AL,27.0,8402.0,São José da Tapera,30.359
AL,27.0,8501.0,São Luís do Quitunde,30.922
AL,27.0,8600.0,São Miguel dos Campos,51.978
AL,27.0,8709.0,São Miguel dos Milagres,8.711
AL,27.0,8808.0,São Sebastião,31.788
AL,27.0,8907.0,Satuba,24.087
AL,27.0,8956.0,Senador Rui Palmeira,12.3
AL,27.0,9004.0,Tanque d'Arca,5.746
AL,27.0,9103.0,Taquarana,19.004
AL,27.0,9152.0,Teotônio Vilela,37.999
AL,27.0,9202.0,Traipu,23.486
AL,27.0,9301.0,União dos Palmares,59.093
AL,27.0,9400.0,Viçosa,24.089
SE,28.0,100.0,Amparo do São Francisco,2.174
SE,28.0,209.0,Aquidabã,20.126
SE,28.0,308.0,Aracaju,605.309
SE,28.0,407.0,Arauá,10.338
SE,28.0,506.0,Areia Branca,18.101
SE,28.0,605.0,Barra dos Coqueiros,41.644
SE,28.0,670.0,Boquim,24.669
SE,28.0,704.0,Brejo Grande,7.838
SE,28.0,1009.0,Campo do Brito,18.151
SE,28.0,1108.0,Canhoba,3.792
SE,28.0,1207.0,Canindé de São Francisco,26.871
SE,28.0,1306.0,Capela,31.674
SE,28.0,1405.0,Carira,19.935
SE,28.0,1504.0,Carmópolis,13.904
SE,28.0,1603.0,Cedro de São João,5.384
SE,28.0,1702.0,Cristinápolis,17.002
SE,28.0,1900.0,Cumbe,3.829
SE,28.0,2007.0,Divina Pastora,4.359
SE,28.0,2106.0,Estância,64.771
SE,28.0,2205.0,Feira Nova,5.978
SE,28.0,2304.0,Frei Paulo,14.561
SE,28.0,2403.0,Gararu,11.089
SE,28.0,2502.0,General Maynard,3.035
SE,28.0,2601.0,Gracho Cardoso,5.835
SE,28.0,2700.0,Ilha das Flores,8.289
SE,28.0,2809.0,Indiaroba,16.082
SE,28.0,2908.0,Itabaiana,103.62
SE,28.0,3005.0,Itabaianinha,40.313
SE,28.0,3104.0,Itabi,4.746
SE,28.0,3203.0,Itaporanga d'Ajuda,34.414
SE,28.0,3302.0,Japaratuba,15.848
SE,28.0,3401.0,Japoatã,13.416
SE,28.0,3500.0,Lagarto,101.642
SE,28.0,3609.0,Laranjeiras,24.003
SE,28.0,3708.0,Macambira,6.839
SE,28.0,3807.0,Malhada dos Bois,3.58
SE,28.0,3906.0,Malhador,11.532
SE,28.0,4003.0,Maruim,15.783
SE,28.0,4102.0,Moita Bonita,11.061
SE,28.0,4201.0,Monte Alegre de Sergipe,14.346
SE,28.0,4300.0,Muribeca,7.821
SE,28.0,4409.0,Neópolis,16.45
SE,28.0,4458.0,Nossa Senhora Aparecida,9.243
SE,28.0,4508.0,Nossa Senhora da Glória,41.267
SE,28.0,4607.0,Nossa Senhora das Dores,25.0
SE,28.0,4706.0,Nossa Senhora de Lourdes,6.263
SE,28.0,4805.0,Nossa Senhora do Socorro,192.375
SE,28.0,4904.0,Pacatuba,12.493
SE,28.0,5000.0,Pedra Mole,2.787
SE,28.0,5109.0,Pedrinhas,7.393
SE,28.0,5208.0,Pinhão,5.674
SE,28.0,5307.0,Pirambu,7.908
SE,28.0,5406.0,Poço Redondo,33.462
SE,28.0,5505.0,Poço Verde,21.776
SE,28.0,5604.0,Porto da Folha,26.63
SE,28.0,5703.0,Propriá,26.648
SE,28.0,5802.0,Riachão do Dantas,18.321
SE,28.0,5901.0,Riachuelo,8.744
SE,28.0,6008.0,Ribeirópolis,17.032
SE,28.0,6107.0,Rosário do Catete,9.315
SE,28.0,6206.0,Salgado,20.294
SE,28.0,6305.0,Santa Luzia do Itanhy,13.48
SE,28.0,6404.0,Santana do São Francisco,7.347
SE,28.0,6503.0,Santa Rosa de Lima,3.94
SE,28.0,6602.0,Santo Amaro das Brotas,11.128
SE,28.0,6701.0,São Cristóvão,95.7
SE,28.0,6800.0,São Domingos,10.332
SE,28.0,6909.0,São Francisco,3.246
SE,28.0,7006.0,São Miguel do Aleixo,3.433
SE,28.0,7105.0,Simão Dias,42.712
SE,28.0,7204.0,Siriri,7.841
SE,28.0,7303.0,Telha,3.279
SE,28.0,7402.0,Tobias Barreto,50.583
SE,28.0,7501.0,Tomar do Geru,12.029
SE,28.0,7600.0,Umbaúba,24.039
BA,29.0,108.0,Abaíra,7.29
BA,29.0,207.0,Abaré,18.766
BA,29.0,306.0,Acajutiba,13.715
BA,29.0,355.0,Adustina,14.166
BA,29.0,405.0,Água Fria,17.398
BA,29.0,504.0,Érico Cardoso,10.581
BA,29.0,603.0,Aiquara,4.566
BA,29.0,702.0,Alagoinhas,157.864
BA,29.0,801.0,Alcobaça,23.633
BA,29.0,900.0,Almadina,5.195
BA,29.0,1007.0,Amargosa,36.26
BA,29.0,1106.0,Amélia Rodrigues,23.639
BA,29.0,1155.0,América Dourada,15.104
BA,29.0,1205.0,Anagé,25.452
BA,29.0,1304.0,Andaraí,13.406
BA,29.0,1353.0,Andorinha,15.011
BA,29.0,1403.0,Angical,14.973
BA,29.0,1502.0,Anguera,11.019
BA,29.0,1601.0,Antas,14.453
BA,29.0,1700.0,Antônio Cardoso,11.268
BA,29.0,1809.0,Antônio Gonçalves,11.921
BA,29.0,1908.0,Aporá,16.909
BA,29.0,1957.0,Apuarema,6.9
BA,29.0,2005.0,Aracatu,13.819
BA,29.0,2054.0,Araçás,12.605
BA,29.0,2104.0,Araci,51.377
BA,29.0,2203.0,Aramari,9.781
BA,29.0,2252.0,Arataca,8.219
BA,29.0,2302.0,Aratuípe,10.006
BA,29.0,2401.0,Aurelino Leal,11.782
BA,29.0,2500.0,Baianópolis,13.618
BA,29.0,2609.0,Baixa Grande,17.88
BA,29.0,2658.0,Banzaê,11.869
BA,29.0,2708.0,Barra,50.543
BA,29.0,2807.0,Barra da Estiva,26.031
BA,29.0,2906.0,Barra do Choça,40.025
BA,29.0,3003.0,Barra do Mendes,13.852
BA,29.0,3102.0,Barra do Rocha,6.682
BA,29.0,3201.0,Barreiras,165.413
BA,29.0,3235.0,Barro Alto,13.761
BA,29.0,3276.0,Barrocas,15.396
BA,29.0,3300.0,Barro Preto,5.82
BA,29.0,3409.0,Belmonte,20.565
BA,29.0,3508.0,Belo Campo,18.399
BA,29.0,3607.0,Biritinga,15.151
BA,29.0,3706.0,Boa Nova,14.16
BA,29.0,3805.0,Boa Vista do Tupim,19.32
BA,29.0,3904.0,Bom Jesus da Lapa,74.04
BA,29.0,3953.0,Bom Jesus da Serra,9.572
BA,29.0,4001.0,Boninal,13.653
BA,29.0,4050.0,Bonito,15.837
BA,29.0,4100.0,Boquira,20.588
BA,29.0,4209.0,Botuporã,11.04
BA,29.0,4308.0,Brejões,12.914
BA,29.0,4407.0,Brejolândia,9.114
BA,29.0,4506.0,Brotas de Macaúbas,12.467
BA,29.0,4605.0,Brumado,70.268
BA,29.0,4704.0,Buerarema,16.88
BA,29.0,4753.0,Buritirama,19.514
BA,29.0,4803.0,Caatiba,6.915
BA,29.0,4852.0,Cabaceiras do Paraguaçu,19.432
BA,29.0,4902.0,Cachoeira,31.982
BA,29.0,5008.0,Caculé,22.412
BA,29.0,5107.0,Caém,10.36
BA,29.0,5156.0,Caetanos,13.242
BA,29.0,5206.0,Caetité,52.099
BA,29.0,5305.0,Cafarnaum,17.975
BA,29.0,5404.0,Cairu,17.591
BA,29.0,5503.0,Caldeirão Grande,13.063
BA,29.0,5602.0,Camacan,22.46
BA,29.0,5701.0,Camaçari,334.195
BA,29.0,5800.0,Camamu,30.48
BA,29.0,5909.0,Campo Alegre de Lourdes,30.659
BA,29.0,6006.0,Campo Formoso,68.571
BA,29.0,6105.0,Canápolis,10.225
BA,29.0,6204.0,Canarana,23.491
BA,29.0,6303.0,Canavieiras,33.08
BA,29.0,6402.0,Candeal,7.785
BA,29.0,6501.0,Candeias,77.026
BA,29.0,6600.0,Candiba,13.007
BA,29.0,6709.0,Cândido Sales,25.278
BA,29.0,6808.0,Cansanção,39.475
BA,29.0,6824.0,Canudos,15.906
BA,29.0,6857.0,Capela do Alto Alegre,10.754
BA,29.0,6873.0,Capim Grosso,33.344
BA,29.0,6899.0,Caraíbas,9.938
BA,29.0,6907.0,Caravelas,21.612
BA,29.0,7004.0,Cardeal da Silva,8.376
BA,29.0,7103.0,Carinhanha,28.869
